"No.","Time","Source","Destination","Protocol","Source port","Length","TCP Flags","Dst Port","Stream ID","Delta Time","Info"
"1646","40.988323","192.168.48.130","192.168.48.133","TELNET","47748","68","0x0018","23","14","0.000996000","2 bytes data"
"1647","40.988442","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47748","14","0.000119000","23  >  47748 [ACK] Seq=245 Ack=67 Win=65280 Len=0 TSval=359748321 TSecr=4266136041"
"1648","40.988771","192.168.48.133","192.168.48.130","TELNET","23","78","0x0018","47748","14","0.000329000","12 bytes data"
"1649","40.988870","192.168.48.130","192.168.48.133","TCP","47748","66","0x0010","23","14","0.000099000","47748  >  23 [ACK] Seq=67 Ack=257 Win=64256 Len=0 TSval=4266136042 TSecr=359748321"
"1650","40.998259","192.168.48.130","192.168.48.133","TELNET","47764","67","0x0018","23","16","0.009389000","1 byte data"
"1651","40.998414","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.000155000","23  >  47764 [ACK] Seq=257 Ack=65 Win=65280 Len=0 TSval=359748331 TSecr=4266136051"
"1652","40.998449","192.168.48.130","192.168.48.133","TELNET","47658","67","0x0018","23","6","0.000035000","1 byte data"
"1653","40.998574","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000125000","23  >  47658 [ACK] Seq=257 Ack=67 Win=65280 Len=0 TSval=359748331 TSecr=4266136051"
"1654","41.001228","192.168.48.130","192.168.48.133","TELNET","47780","67","0x0018","23","17","0.002654000","1 byte data"
"1655","41.001398","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.000170000","23  >  47780 [ACK] Seq=257 Ack=70 Win=65280 Len=0 TSval=359748334 TSecr=4266136054"
"1656","41.018746","192.168.48.130","192.168.48.133","TELNET","47764","67","0x0018","23","16","0.017348000","1 byte data"
"1657","41.018850","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.000104000","23  >  47764 [ACK] Seq=257 Ack=66 Win=65280 Len=0 TSval=359748351 TSecr=4266136071"
"1658","41.018912","192.168.48.130","192.168.48.133","TELNET","47658","67","0x0018","23","6","0.000062000","1 byte data"
"1659","41.018969","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000057000","23  >  47658 [ACK] Seq=257 Ack=68 Win=65280 Len=0 TSval=359748351 TSecr=4266136072"
"1660","41.021783","192.168.48.130","192.168.48.133","TELNET","47780","67","0x0018","23","17","0.002814000","1 byte data"
"1661","41.021890","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.000107000","23  >  47780 [ACK] Seq=257 Ack=71 Win=65280 Len=0 TSval=359748354 TSecr=4266136074"
"1662","41.028727","192.168.48.130","192.168.48.133","TELNET","47740","67","0x0018","23","13","0.006837000","1 byte data"
"1663","41.028846","192.168.48.130","192.168.48.133","TELNET","47624","67","0x0018","23","3","0.000119000","1 byte data"
"1664","41.028884","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47740","13","0.000038000","23  >  47740 [ACK] Seq=257 Ack=68 Win=65280 Len=0 TSval=359748361 TSecr=4266136081"
"1665","41.028999","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47624","3","0.000115000","23  >  47624 [ACK] Seq=257 Ack=68 Win=65280 Len=0 TSval=359748361 TSecr=4266136082"
"1666","41.035267","192.168.48.130","192.168.48.133","TELNET","47696","67","0x0018","23","9","0.006268000","1 byte data"
"1667","41.039170","192.168.48.130","192.168.48.133","TELNET","47764","67","0x0018","23","16","0.003903000","1 byte data"
"1668","41.039312","192.168.48.130","192.168.48.133","TELNET","47658","67","0x0018","23","6","0.000142000","1 byte data"
