protocol,source_port,length,tcp_flags,dst_port,delta_time,info,label
4,52560.0,93,10,53.0,0.000178,38110,0
20,21.0,66,4,20089.0,0.113127,2763,0
6,21.0,74,6,20089.0,0.003278,37291,0
20,21.0,60,2,20089.0,0.003135,2758,0
6,21.0,80,6,20089.0,0.000171,37283,0
20,54584.0,74,0,53.0,0.48927,40887,0
20,48612.0,74,0,53.0,0.346509,40742,0
20,21.0,60,2,20089.0,1.030431,2760,0
6,21.0,88,6,20089.0,0.000116,37300,0
20,54584.0,74,0,53.0,0.639286,40888,0
20,48612.0,74,0,53.0,0.345751,40743,0
24,20000.0,396,10,10000.0,1.71772,2226,0
24,20001.0,396,10,10001.0,0.001006,2419,0
24,20000.0,396,10,10000.0,0.006564,2226,0
24,20001.0,396,10,10001.0,0.002507,2419,0
24,20000.0,396,10,10000.0,0.00465,2226,0
24,20001.0,396,10,10001.0,0.002424,2419,0
24,20000.0,396,10,10000.0,0.005396,2226,0
24,20001.0,396,10,10001.0,0.001988,2419,0
24,20000.0,396,10,10000.0,0.005141,2226,0
24,20001.0,396,10,10001.0,0.002731,2419,0
24,20000.0,396,10,10000.0,0.004788,2226,0
24,20001.0,396,10,10001.0,0.002311,2419,0
24,20000.0,396,10,10000.0,0.00519,2226,0
24,20001.0,396,10,10001.0,0.002434,2419,0
20,21.0,60,2,20089.0,0.003666,2761,0
24,20000.0,396,10,10000.0,0.00124,2226,0
24,20001.0,396,10,10001.0,0.002612,2419,0
24,20000.0,396,10,10000.0,0.007525,2226,0
24,20001.0,396,10,10001.0,0.002357,2419,0
6,21.0,77,6,20089.0,0.000894,37299,0
24,20000.0,396,10,10000.0,0.006439,2226,0
24,20001.0,396,10,10001.0,0.002559,2419,0
24,20000.0,396,10,10000.0,0.005061,2226,0
0,0.0,60,10,0.0,0.001377,38319,0
24,20000.0,716,10,10000.0,0.203274,2305,0
4,37734.0,81,10,53.0,0.033836,37707,0
4,37734.0,81,10,53.0,0.000179,37567,0
24,20000.0,874,10,10000.0,1.257373,2328,0
24,20001.0,874,10,10001.0,0.002361,2520,0
24,20000.0,874,10,10000.0,0.004959,2328,0
24,20001.0,874,10,10001.0,0.00251,2520,0
24,20000.0,874,10,10000.0,0.005174,2328,0
24,20001.0,874,10,10001.0,0.003272,2520,0
24,20000.0,874,10,10000.0,0.005981,2328,0
19,0.0,60,10,0.0,0.097668,36225,0
24,20001.0,729,10,10001.0,0.004223,2503,0
24,20000.0,729,10,10000.0,0.076403,2309,0
20,54584.0,74,0,53.0,0.357941,40889,0
20,48612.0,74,0,53.0,0.178413,40744,0
6,21.0,105,6,20089.0,0.822662,37284,0
20,20.0,74,0,20090.0,0.008101,2144,0
20,20.0,60,2,20090.0,0.000315,2141,0
6,21.0,93,6,20089.0,0.000153,37281,0
7,20.0,116,6,20090.0,0.000145,36605,0
20,20.0,60,3,20090.0,7.1e-05,2143,0
6,21.0,78,6,20089.0,0.00026,37293,0
20,20.0,60,2,20090.0,0.008457,2142,0
5,0.0,60,10,0.0,0.805441,36252,0
24,20000.0,396,10,10000.0,0.002948,2226,0
24,20001.0,396,10,10001.0,0.003979,2419,0
24,20000.0,396,10,10000.0,0.005196,2226,0
24,20001.0,396,10,10001.0,0.002492,2419,0
24,20000.0,396,10,10000.0,0.005386,2226,0
24,20001.0,396,10,10001.0,0.002106,2419,0
24,20000.0,435,10,10000.0,0.005028,2236,0
5,0.0,90,10,0.0,0.199856,36252,0
24,20000.0,410,10,10000.0,0.004294,2228,0
20,35176.0,74,0,53.0,1.055029,9044,0
4,37734.0,81,10,53.0,0.073292,37707,0
4,37734.0,81,10,53.0,0.00016,37567,0
20,35176.0,74,0,53.0,0.930606,40260,0
20,35176.0,74,0,53.0,2.015781,40261,0
4,55360.0,93,10,53.0,2.059323,38128,0
4,55360.0,93,10,53.0,0.00011,37566,0
20,35176.0,74,0,53.0,1.972578,40262,0
24,20000.0,428,10,10000.0,0.142359,2233,0
24,20001.0,428,10,10001.0,0.002558,2427,0
24,20001.0,428,10,10001.0,0.005017,2427,0
24,20000.0,428,10,10000.0,0.002488,2233,0
24,20000.0,428,10,10000.0,0.005272,2233,0
19,0.0,60,10,0.0,0.516869,36225,0
24,20000.0,267,10,10000.0,0.003751,2196,0
24,20001.0,267,10,10001.0,0.002486,2392,0
24,20001.0,267,10,10001.0,0.005156,2392,0
24,20001.0,981,10,10001.0,0.697023,2541,0
20,53344.0,74,0,53.0,1.575274,23806,0
4,55360.0,93,10,53.0,0.074661,38128,0
4,55360.0,93,10,53.0,0.000108,37566,0
20,53344.0,74,0,53.0,0.935167,40856,0
20,53344.0,74,0,53.0,2.015897,40857,0
4,54810.0,81,10,53.0,2.055263,37820,0
4,54810.0,81,10,53.0,0.000124,37455,0
20,53344.0,74,0,53.0,2.20065,40858,0
6,21.0,68,6,20089.0,0.134458,37292,0
20,21.0,60,3,20089.0,9.1e-05,2762,0
20,21.0,60,2,20089.0,0.003264,2759,0
24,20000.0,186,10,10000.0,1.808559,2182,0
24,20001.0,186,10,10001.0,0.00227,2379,0
24,20000.0,186,10,10000.0,0.00481,2182,0
24,20001.0,186,10,10001.0,0.002339,2379,0
24,20000.0,186,10,10000.0,0.005127,2182,0
24,20001.0,186,10,10001.0,0.002415,2379,0
24,20000.0,186,10,10000.0,0.005097,2182,0
24,20001.0,186,10,10001.0,0.002513,2379,0
24,20000.0,522,10,10000.0,0.004979,2256,0
24,20001.0,522,10,10001.0,0.002406,2452,0
24,20000.0,203,10,10000.0,0.004961,2185,0
19,0.0,60,10,0.0,0.334206,36225,0
24,20000.0,842,10,10000.0,0.003921,2323,0
24,20001.0,564,10,10001.0,0.326193,2465,0
20,53420.0,74,0,53.0,0.078516,23825,0
4,54810.0,81,10,53.0,0.078698,37820,0
4,54810.0,81,10,53.0,0.000101,37455,0
20,53420.0,74,0,53.0,0.939139,40859,0
20,53420.0,74,0,53.0,2.015693,40860,0
24,20001.0,1383,10,10001.0,1.817724,2376,0
24,20000.0,1383,10,10000.0,0.002442,2178,0
24,20000.0,1383,10,10000.0,0.006682,2178,0
20,57864.0,78,0,53.0,0.012811,25992,0
4,39937.0,93,10,53.0,0.210745,37935,0
4,39937.0,93,10,53.0,0.000196,37835,0
0,0.0,42,10,0.0,0.0,38314,0
20,58958.0,74,0,53.0,0.251284,26692,0
4,55625.0,82,10,53.0,0.013932,37464,0
0,0.0,60,10,0.0,0.059871,38319,0
0,0.0,42,10,0.0,0.174216,38321,0
4,55625.0,82,10,53.0,0.765528,37464,0
4,39929.0,93,10,53.0,0.851847,38257,0
4,39929.0,93,10,53.0,0.000111,38054,0
4,55625.0,82,10,53.0,0.149223,37464,0
20,44742.0,74,0,53.0,0.10925,18902,0
24,20001.0,788,10,10001.0,0.222611,2510,0
4,56654.0,72,10,53.0,0.077255,37531,0
19,0.0,60,10,0.0,0.270015,36225,0
0,0.0,60,10,0.0,0.455229,38323,0
0,0.0,42,10,0.0,9.7e-05,1959,0
4,56654.0,72,10,53.0,0.291192,37531,0
4,54554.0,89,10,53.0,0.289745,38218,0
4,55625.0,82,10,53.0,0.302321,37464,0
20,58958.0,74,0,53.0,0.095241,41069,0
4,56654.0,72,10,53.0,0.307762,37531,0
20,49675.0,66,0,80.0,1.841683,21697,0
20,80.0,66,4,49675.0,0.000359,33226,0
20,49675.0,54,2,80.0,0.000196,21690,0
8,49675.0,420,6,80.0,0.000303,36610,0
20,80.0,60,2,49675.0,0.000296,33214,0
20,80.0,1514,2,49675.0,0.009366,33215,0
20,80.0,1514,2,49675.0,0.000231,33218,0
8,80.0,611,6,49675.0,8.6e-05,37064,0
20,49675.0,54,2,80.0,0.000128,21694,0
8,49675.0,428,6,80.0,0.038611,37062,0
20,80.0,60,2,49675.0,0.000217,33219,0
20,80.0,1514,2,49675.0,0.001653,33220,0
20,80.0,1514,2,49675.0,0.000118,33221,0
8,80.0,757,6,49675.0,7.7e-05,37063,0
20,49675.0,54,2,80.0,0.000198,21695,0
4,56654.0,72,10,53.0,0.164804,37531,0
4,44942.0,81,10,53.0,0.376901,38108,0
4,44942.0,81,10,53.0,0.000117,37427,0
20,40242.0,74,0,53.0,0.105753,17038,0
24,20001.0,1124,10,10001.0,0.583859,2359,0
4,60459.0,89,10,53.0,0.223906,37779,0
20,40242.0,74,0,53.0,0.215441,40444,0
4,55625.0,82,10,53.0,0.042616,37464,0
4,60459.0,89,10,53.0,0.7476,37779,0
4,60459.0,89,10,53.0,1.000062,37779,0
20,40242.0,74,0,53.0,0.225664,40445,0
4,56654.0,72,10,53.0,0.476633,37531,0
8,49675.0,538,6,80.0,0.380684,36610,0
20,80.0,60,2,49675.0,0.00015,33222,0
20,80.0,1514,2,49675.0,0.000804,33223,0
20,80.0,1514,2,49675.0,6.1e-05,33224,0
8,80.0,610,6,49675.0,0.000112,37064,0
20,49675.0,54,2,80.0,6.7e-05,21691,0
8,49675.0,540,6,80.0,0.076243,37062,0
20,80.0,60,2,49675.0,0.000637,33216,0
8,80.0,234,6,49675.0,0.000553,37065,0
20,49675.0,54,2,80.0,0.000195,21692,0
4,60459.0,89,10,53.0,0.865882,37779,0
4,44942.0,81,10,53.0,0.054072,38108,0
4,44942.0,81,10,53.0,0.000162,37427,0
24,20001.0,477,10,10001.0,1.061848,2438,0
24,20001.0,477,10,10001.0,0.003803,2438,0
24,20000.0,477,10,10000.0,0.005235,2244,0
24,20000.0,477,10,10000.0,0.002277,2244,0
24,20001.0,477,10,10001.0,0.004969,2438,0
19,0.0,60,10,0.0,0.060763,36225,0
24,20001.0,645,10,10001.0,0.003375,2485,0
24,20001.0,620,10,10001.0,0.274767,2478,0
20,40242.0,74,0,53.0,0.822573,40446,0
4,60459.0,89,10,53.0,1.720917,37779,0
20,80.0,60,3,49675.0,0.119704,33225,0
20,49675.0,54,2,80.0,0.000334,21693,0
4,43859.0,93,10,53.0,0.925037,38070,0
4,43859.0,93,10,53.0,0.000101,37477,0
20,58846.0,74,0,53.0,0.110282,26671,0
20,49675.0,54,3,80.0,0.020547,21696,0
20,80.0,60,2,49675.0,0.000154,33217,0
20,49676.0,66,0,80.0,0.000264,21731,0
20,80.0,66,4,49676.0,0.000166,33264,0
20,49676.0,54,2,80.0,0.000196,21698,0
8,49676.0,538,6,80.0,0.00017,36610,0
20,80.0,60,2,49676.0,0.000223,33227,0
20,80.0,1514,2,49676.0,0.00359,33228,0
20,80.0,1514,2,49676.0,0.000118,33231,0
8,80.0,611,6,49676.0,6.9e-05,37064,0
20,49676.0,54,2,80.0,0.00013,21717,0
8,49676.0,540,6,80.0,0.070534,37062,0
20,80.0,60,2,49676.0,0.000175,33244,0
8,80.0,234,6,49676.0,0.000527,37065,0
20,49676.0,54,2,80.0,0.000147,21729,0
20,58846.0,74,0,53.0,0.930784,41057,0
20,58846.0,74,0,53.0,2.01573,41058,0
0,0.0,42,10,0.0,0.710908,38321,0
4,43859.0,93,10,53.0,1.136752,38070,0
4,43859.0,93,10,53.0,0.000106,37477,0
8,49676.0,538,6,80.0,0.045618,36610,0
20,80.0,60,2,49676.0,0.000309,33246,0
20,80.0,1514,2,49676.0,0.001313,33247,0
20,80.0,1514,2,49676.0,7.4e-05,33255,0
8,80.0,610,6,49676.0,0.000116,37064,0
20,49676.0,54,2,80.0,6.8e-05,21708,0
4,51249.0,89,10,53.0,0.001722,38296,0
8,49676.0,540,6,80.0,0.11541,37062,0
20,80.0,60,2,49676.0,0.000189,33259,0
8,80.0,234,6,49676.0,0.000344,37065,0
20,49676.0,54,2,80.0,0.000153,21711,0
4,51249.0,89,10,53.0,0.895245,38296,0
8,49676.0,538,6,80.0,0.78218,36610,0
20,80.0,1514,2,49676.0,0.001244,33260,0
20,80.0,1514,2,49676.0,0.000114,33261,0
8,80.0,610,6,49676.0,7.4e-05,37064,0
20,49676.0,54,2,80.0,0.000143,21712,0
8,49676.0,540,6,80.0,0.09274,37062,0
8,80.0,234,6,49676.0,0.000455,37065,0
20,49676.0,54,2,80.0,0.000155,21713,0
4,51249.0,89,10,53.0,0.131227,38296,0
20,58846.0,74,0,53.0,0.147421,41059,0
24,20000.0,228,10,10000.0,1.247582,2191,0
24,20001.0,228,10,10001.0,0.002213,2388,0
24,20000.0,228,10,10000.0,0.004916,2191,0
24,20001.0,228,10,10001.0,0.002306,2388,0
24,20000.0,620,10,10000.0,0.005021,2282,0
24,20001.0,620,10,10001.0,0.002609,2478,0
24,20000.0,620,10,10000.0,0.005369,2282,0
24,20001.0,620,10,10001.0,0.002407,2478,0
24,20000.0,603,10,10000.0,0.004897,2280,0
24,20001.0,603,10,10001.0,0.002214,2476,0
24,20000.0,645,10,10000.0,0.005644,2288,0
19,0.0,60,10,0.0,0.236148,36225,0
24,20000.0,855,10,10000.0,0.003639,2325,0
8,49676.0,538,6,80.0,4e-05,36610,0
20,80.0,1514,2,49676.0,0.000786,33229,0
20,80.0,1514,2,49676.0,6.5e-05,33230,0
8,80.0,610,6,49676.0,4.1e-05,37064,0
20,49676.0,54,2,80.0,0.000141,21714,0
8,49676.0,540,6,80.0,0.067706,37062,0
8,80.0,234,6,49676.0,0.000555,37065,0
20,49676.0,54,2,80.0,0.000147,21715,0
4,51249.0,89,10,53.0,0.262723,38296,0
24,20000.0,452,10,10000.0,0.078486,2238,0
4,59859.0,81,10,53.0,0.853969,37450,0
4,59859.0,81,10,53.0,0.000185,37797,0
0,0.0,60,10,0.0,0.087416,38320,0
20,42210.0,74,0,53.0,0.024641,17618,0
20,42210.0,74,0,53.0,1.002093,40516,0
8,49676.0,538,6,80.0,1.503013,36610,0
20,80.0,1514,2,49676.0,0.001189,33232,0
20,80.0,1514,2,49676.0,6.2e-05,33233,0
8,80.0,610,6,49676.0,3.7e-05,37064,0
20,49676.0,54,2,80.0,6.7e-05,21716,0
8,49676.0,540,6,80.0,0.028025,37062,0
8,80.0,234,6,49676.0,0.00029,37065,0
20,49676.0,54,2,80.0,0.000219,21718,0
4,51249.0,89,10,53.0,0.434493,38296,0
20,42210.0,74,0,53.0,0.048737,40517,0
8,49676.0,538,6,80.0,1.557003,36610,0
20,80.0,1514,2,49676.0,0.000832,33234,0
20,80.0,1514,2,49676.0,5.7e-05,33235,0
8,80.0,610,6,49676.0,4.1e-05,37064,0
20,49676.0,54,2,80.0,6.4e-05,21719,0
8,49676.0,540,6,80.0,0.058315,37062,0
8,80.0,234,6,49676.0,0.000336,37065,0
20,49676.0,54,2,80.0,0.000146,21720,0
4,59859.0,81,10,53.0,0.257319,37450,0
4,59859.0,81,10,53.0,0.000134,37797,0
8,49676.0,538,6,80.0,0.796047,36610,0
20,80.0,1514,2,49676.0,0.000788,33236,0
20,80.0,1514,2,49676.0,0.000137,33237,0
8,80.0,610,6,49676.0,4.4e-05,37064,0
20,49676.0,54,2,80.0,5.9e-05,21721,0
8,49676.0,540,6,80.0,0.034509,37062,0
8,80.0,234,6,49676.0,0.000232,37065,0
20,49676.0,54,2,80.0,0.000215,21722,0
20,42210.0,74,0,53.0,1.357368,40518,0
8,49676.0,538,6,80.0,0.79165,36610,0
20,80.0,1514,2,49676.0,0.000847,33238,0
20,80.0,1514,2,49676.0,6.4e-05,33239,0
8,80.0,610,6,49676.0,3.6e-05,37064,0
20,49676.0,54,2,80.0,5.9e-05,21723,0
8,49676.0,540,6,80.0,0.055509,37062,0
8,80.0,234,6,49676.0,0.000413,37065,0
20,49676.0,54,2,80.0,0.000161,21724,0
4,63849.0,89,10,53.0,0.071007,37657,0
4,63849.0,89,10,53.0,0.993264,37657,0
8,49676.0,538,6,80.0,0.77798,36610,0
20,80.0,1514,2,49676.0,0.001428,33240,0
20,80.0,1514,2,49676.0,0.000106,33241,0
8,80.0,610,6,49676.0,8.1e-05,37064,0
20,49676.0,54,2,80.0,0.00012,21725,0
8,49676.0,540,6,80.0,0.033755,37062,0
8,80.0,234,6,49676.0,0.000363,37065,0
20,49676.0,54,2,80.0,0.000202,21726,0
4,57197.0,93,10,53.0,0.086897,37446,0
4,57197.0,93,10,53.0,0.000119,37678,0
4,63849.0,89,10,53.0,0.105553,37657,0
20,43910.0,74,0,53.0,0.009536,18218,0
24,20001.0,603,10,10001.0,0.123576,2476,0
24,20000.0,603,10,10000.0,0.002343,2280,0
24,20001.0,603,10,10001.0,0.004816,2476,0
24,20001.0,186,10,10001.0,0.002447,2379,0
24,20000.0,186,10,10000.0,0.004976,2182,0
24,20000.0,186,10,10000.0,0.002237,2182,0
24,20001.0,186,10,10001.0,0.005004,2379,0
24,20000.0,561,10,10000.0,0.002323,2269,0
19,0.0,60,10,0.0,0.1177,36225,0
24,20000.0,690,10,10000.0,0.004068,2299,0
24,20000.0,606,10,10000.0,0.491687,2281,0
20,43910.0,74,0,53.0,0.245873,40591,0
4,63849.0,89,10,53.0,0.988277,37657,0
0,0.0,60,10,0.0,0.195473,38322,0
8,49676.0,538,6,80.0,0.081323,36610,0
20,80.0,1514,2,49676.0,0.000812,33242,0
20,80.0,1514,2,49676.0,6.9e-05,33243,0
8,80.0,610,6,49676.0,4.2e-05,37064,0
20,49676.0,54,2,80.0,6e-05,21727,0
8,49676.0,540,6,80.0,0.02966,37062,0
8,80.0,234,6,49676.0,0.000494,37065,0
20,49676.0,54,2,80.0,0.000158,21728,0
20,43910.0,74,0,53.0,0.719388,40592,0
8,49676.0,538,6,80.0,0.710513,36610,0
20,80.0,1514,2,49676.0,0.000867,33245,0
20,80.0,1514,2,49676.0,6.4e-05,33248,0
8,80.0,610,6,49676.0,4.2e-05,37064,0
20,49676.0,54,2,80.0,0.00011,21699,0
8,49676.0,540,6,80.0,0.023692,37062,0
8,80.0,234,6,49676.0,0.000291,37065,0
20,49676.0,54,2,80.0,0.000135,21700,0
0,0.0,42,10,0.0,0.977121,38321,0
4,57197.0,93,10,53.0,0.154514,37446,0
4,57197.0,93,10,53.0,0.00011,37678,0
4,63849.0,89,10,53.0,1.107866,37657,0
24,20000.0,1362,10,10000.0,0.225009,2177,0
8,49676.0,538,6,80.0,0.45846,36610,0
20,80.0,1514,2,49676.0,0.00082,33249,0
20,80.0,1514,2,49676.0,6.5e-05,33250,0
8,80.0,610,6,49676.0,4.1e-05,37064,0
20,49676.0,54,2,80.0,0.000104,21701,0
8,49676.0,540,6,80.0,0.024248,37062,0
8,80.0,234,6,49676.0,0.00029,37065,0
20,49676.0,54,2,80.0,0.000143,21702,0
20,43910.0,74,0,53.0,0.347227,40593,0
8,49676.0,538,6,80.0,1.427569,36610,0
20,80.0,1514,2,49676.0,0.00086,33251,0
20,80.0,1514,2,49676.0,6.5e-05,33252,0
8,80.0,610,6,49676.0,3.6e-05,37064,0
20,49676.0,54,2,80.0,6.6e-05,21703,0
8,49676.0,540,6,80.0,0.071634,37062,0
8,80.0,234,6,49676.0,0.000588,37065,0
20,49676.0,54,2,80.0,0.000146,21704,0
0,0.0,42,10,0.0,0.177521,38317,0
0,0.0,60,10,0.0,0.000203,1958,0
5,0.0,60,10,0.0,0.091884,36252,0
24,20000.0,183,10,10000.0,0.004557,2181,0
24,20001.0,183,10,10001.0,0.002636,2378,0
24,20000.0,501,10,10000.0,0.00481,2250,0
24,20001.0,501,10,10001.0,0.002508,2444,0
24,20001.0,501,10,10001.0,0.005359,2444,0
4,56319.0,81,10,53.0,1.051672,38065,0
4,56319.0,81,10,53.0,0.000181,37691,0
20,55034.0,74,0,53.0,0.114125,24340,0
4,50147.0,89,10,53.0,0.009105,38107,0
5,0.0,90,10,0.0,0.036226,36252,0
20,55034.0,74,0,53.0,0.966314,40918,0
4,50147.0,89,10,53.0,0.00128,38107,0
8,49676.0,538,6,80.0,0.105304,36610,0
20,80.0,1514,2,49676.0,0.001123,33253,0
20,80.0,1514,2,49676.0,0.000107,33254,0
8,80.0,610,6,49676.0,6.3e-05,37064,0
20,49676.0,54,2,80.0,0.000125,21705,0
8,49676.0,540,6,80.0,0.030778,37062,0
8,80.0,234,6,49676.0,0.000523,37065,0
20,49676.0,54,2,80.0,0.000132,21706,0
4,50147.0,89,10,53.0,0.861605,38107,0
8,49676.0,538,6,80.0,1.006575,36610,0
20,80.0,1514,2,49676.0,0.000783,33256,0
20,80.0,1514,2,49676.0,5.6e-05,33257,0
8,80.0,610,6,49676.0,4.2e-05,37064,0
20,49676.0,54,2,80.0,6.4e-05,21707,0
20,55034.0,74,0,53.0,0.007443,40919,0
8,49676.0,540,6,80.0,0.049635,37062,0
8,80.0,234,6,49676.0,0.000622,37065,0
20,49676.0,54,2,80.0,0.000214,21709,0
24,20000.0,690,10,10000.0,0.624487,2299,0
24,20001.0,690,10,10001.0,0.002587,2496,0
24,20000.0,690,10,10000.0,0.005161,2299,0
19,0.0,60,10,0.0,0.040038,36225,0
24,20000.0,690,10,10000.0,0.003725,2299,0
4,50147.0,89,10,53.0,0.327008,38107,0
4,56319.0,81,10,53.0,0.810205,38065,0
4,56319.0,81,10,53.0,0.000165,37691,0
20,55034.0,74,0,53.0,2.392086,40920,0
20,80.0,60,3,49676.0,0.80001,33262,0
20,49676.0,54,2,80.0,0.000194,21710,0
4,50147.0,89,10,53.0,0.012329,38107,0
4,52944.0,93,10,53.0,1.800657,38275,0
4,52944.0,93,10,53.0,9.6e-05,38288,0
20,55298.0,74,0,53.0,0.112972,24410,0
20,55298.0,74,0,53.0,1.017752,40930,0
20,55298.0,74,0,53.0,2.015784,40931,0
4,52944.0,93,10,53.0,1.858773,38275,0
4,52944.0,93,10,53.0,0.000113,38288,0
4,51230.0,76,10,53.0,0.131362,37546,0
4,51230.0,76,10,53.0,1.019353,37546,0
20,55298.0,74,0,53.0,1.214298,40932,0
4,51230.0,76,10,53.0,0.808655,37546,0
24,20001.0,1082,10,10001.0,0.026861,2357,0
24,20000.0,1082,10,10000.0,0.00256,2163,0
19,0.0,60,10,0.0,0.032322,36225,0
24,20000.0,1082,10,10000.0,0.004907,2163,0
0,0.0,42,10,0.0,1.582503,38321,0
4,52264.0,81,10,53.0,0.183401,37929,0
4,52264.0,81,10,53.0,0.000193,37709,0
20,42222.0,74,0,53.0,0.106813,17626,0
20,42222.0,74,0,53.0,1.028183,40519,0
20,42222.0,74,0,53.0,2.015629,40520,0
4,52264.0,81,10,53.0,1.855785,37929,0
4,52264.0,81,10,53.0,0.000175,37709,0
24,20000.0,597,10,10000.0,0.449269,2279,0
24,20001.0,597,10,10001.0,0.002538,2475,0
24,20000.0,597,10,10000.0,0.005947,2279,0
24,20001.0,597,10,10001.0,0.00255,2475,0
24,20000.0,597,10,10000.0,0.005344,2279,0
24,20001.0,597,10,10001.0,0.047693,2475,0
20,49676.0,54,3,80.0,0.285688,21730,0
20,80.0,60,2,49676.0,0.000127,33258,0
20,49677.0,66,0,80.0,0.000326,21737,0
20,80.0,66,4,49677.0,0.000144,33271,0
20,49677.0,54,2,80.0,0.00012,21732,0
8,49677.0,538,6,80.0,0.000137,36610,0
20,80.0,60,2,49677.0,0.000169,33265,0
20,80.0,1514,2,49677.0,0.001713,33266,0
20,80.0,1514,2,49677.0,6.2e-05,33267,0
8,80.0,611,6,49677.0,3.9e-05,37064,0
20,49677.0,54,2,80.0,6.7e-05,21733,0
8,49677.0,540,6,80.0,0.033499,37062,0
20,80.0,60,2,49677.0,0.00031,33268,0
8,80.0,234,6,49677.0,0.000348,37065,0
20,49677.0,54,2,80.0,0.000114,21734,0
4,62539.0,89,10,53.0,0.109471,37900,0
4,62539.0,89,10,53.0,1.007366,37900,0
20,42222.0,74,0,53.0,0.383218,40521,0
4,62539.0,89,10,53.0,0.625066,37900,0
24,20000.0,669,10,10000.0,1.89383,2294,0
24,20000.0,228,10,10000.0,0.002742,2191,0
24,20001.0,228,10,10001.0,0.00494,2388,0
24,20000.0,228,10,10000.0,0.002669,2191,0
24,20001.0,228,10,10001.0,0.00527,2388,0
24,20000.0,228,10,10000.0,0.002424,2191,0
24,20001.0,228,10,10001.0,0.004962,2388,0
24,20000.0,228,10,10000.0,0.002595,2191,0
24,20001.0,228,10,10001.0,0.005602,2388,0
4,62539.0,89,10,53.0,0.080631,37900,0
4,49739.0,93,10,53.0,0.038652,37656,0
4,49739.0,93,10,53.0,0.000144,37534,0
19,0.0,60,10,0.0,0.023437,36225,0
24,20001.0,669,10,10001.0,0.004385,2492,0
20,47358.0,74,0,53.0,0.07669,20641,0
24,20000.0,669,10,10000.0,0.032488,2294,0
0,0.0,60,10,0.0,0.071242,38320,0
20,80.0,60,3,49677.0,0.626832,33270,0
20,49677.0,54,2,80.0,0.000166,21735,0
20,47358.0,74,0,53.0,0.271255,40697,0
4,60894.0,87,10,53.0,0.409488,37468,0
0,0.0,60,10,0.0,0.934031,38322,0
4,60894.0,87,10,53.0,0.058828,37468,0
20,47358.0,74,0,53.0,0.613893,40698,0
4,60894.0,87,10,53.0,0.386553,37468,0
20,49677.0,54,3,80.0,0.079455,21736,0
20,80.0,60,2,49677.0,0.000142,33269,0
20,49678.0,66,0,80.0,0.000426,21743,0
20,80.0,66,4,49678.0,0.000124,33278,0
20,49678.0,54,2,80.0,0.000126,21738,0
8,49678.0,538,6,80.0,0.000197,36610,0
20,80.0,60,2,49678.0,0.000129,33272,0
20,80.0,1514,2,49678.0,0.001677,33273,0
20,80.0,1514,2,49678.0,6.4e-05,33274,0
8,80.0,611,6,49678.0,4.1e-05,37064,0
20,49678.0,54,2,80.0,9.5e-05,21739,0
8,49678.0,540,6,80.0,0.068288,37062,0
20,80.0,60,2,49678.0,0.000285,33275,0
8,80.0,234,6,49678.0,0.000392,37065,0
20,49678.0,54,2,80.0,0.000133,21740,0
4,62539.0,89,10,53.0,0.303838,37900,0
4,49739.0,93,10,53.0,1.041524,37656,0
4,49739.0,93,10,53.0,0.0001,37534,0
4,60894.0,87,10,53.0,0.540055,37468,0
20,47358.0,74,0,53.0,1.767967,40699,0
20,80.0,60,3,49678.0,1.352007,33277,0
20,49678.0,54,2,80.0,0.000348,21741,0
4,60894.0,87,10,53.0,0.939903,37468,0
4,51023.0,81,10,53.0,0.402238,38104,0
4,51023.0,81,10,53.0,0.000128,37661,0
20,54918.0,74,0,53.0,0.103396,24306,0
0,0.0,42,10,0.0,0.189646,38321,0
20,49678.0,54,3,80.0,0.501109,21742,0
20,80.0,60,2,49678.0,0.000127,33276,0
20,49679.0,66,0,80.0,0.00038,21749,0
20,80.0,66,4,49679.0,7.7e-05,33285,0
20,49679.0,54,2,80.0,0.000108,21744,0
8,49679.0,538,6,80.0,0.000156,36610,0
20,80.0,60,2,49679.0,9.3e-05,33279,0
20,80.0,1514,2,49679.0,0.001666,33280,0
20,80.0,1514,2,49679.0,5.9e-05,33281,0
8,80.0,611,6,49679.0,4.3e-05,37064,0
20,49679.0,54,2,80.0,9.5e-05,21745,0
8,49679.0,540,6,80.0,0.07386,37062,0
20,80.0,60,2,49679.0,0.000162,33282,0
8,80.0,234,6,49679.0,0.000196,37065,0
20,49679.0,54,2,80.0,0.000135,21746,0
4,49405.0,89,10,53.0,0.050441,38028,0
20,54918.0,74,0,53.0,0.191375,40909,0
4,49405.0,89,10,53.0,0.799652,38028,0
24,20001.0,1208,10,10001.0,0.274898,2366,0
19,0.0,60,10,0.0,0.048824,36225,0
24,20001.0,555,10,10001.0,0.004363,2462,0
24,20000.0,555,10,10000.0,0.002439,2268,0
24,20000.0,561,10,10000.0,0.573945,2269,0
4,49405.0,89,10,53.0,0.099159,38028,0
20,54918.0,74,0,53.0,0.212882,40910,0
4,49405.0,89,10,53.0,1.799514,38028,0
4,51023.0,81,10,53.0,0.076796,38104,0
4,51023.0,81,10,53.0,8.5e-05,37661,0
20,80.0,60,3,49679.0,0.872225,33284,0
20,49679.0,54,2,80.0,0.000249,21747,0
20,54918.0,74,0,53.0,1.410693,40911,0
4,49405.0,89,10,53.0,1.652504,38028,0
