protocol,source_port,length,tcp_flags,dst_port,delta_time,info,label
20,58028.0,60,0,80.0,2e-05,40067,1
20,26120.0,60,0,80.0,2.2e-05,6120,1
20,80.0,60,4,48909.0,2.2e-05,33158,1
20,32190.0,60,0,80.0,2.5e-05,7405,1
20,80.0,60,4,40048.0,2.2e-05,31794,1
20,4903.0,60,1,80.0,2.4e-05,21541,1
20,48870.0,60,0,80.0,2.1e-05,39732,1
20,80.0,60,4,23679.0,2.1e-05,29514,1
20,80.0,60,4,9383.0,2.2e-05,35767,1
20,30687.0,60,1,80.0,2.2e-05,7064,1
20,80.0,60,4,57514.0,2.1e-05,34932,1
20,80.0,60,4,41630.0,2.2e-05,31929,1
20,20500.0,60,1,80.0,5e-05,2654,1
20,7326.0,60,0,80.0,2.4e-05,40109,1
20,20207.0,60,0,80.0,2.2e-05,38691,1
20,17446.0,60,1,80.0,3.3e-05,1585,1
20,16160.0,60,0,80.0,2.2e-05,1332,1
20,2246.0,60,0,80.0,2.1e-05,38765,1
20,64224.0,60,1,80.0,2.1e-05,27934,1
20,45451.0,60,0,80.0,2.1e-05,19442,1
20,61095.0,60,0,80.0,2.2e-05,27384,1
20,33793.0,60,1,80.0,2.4e-05,8151,1
20,80.0,60,4,62563.0,4.7e-05,35441,1
20,3010.0,60,1,80.0,4.9e-05,6952,1
20,80.0,60,4,43637.0,2.1e-05,32274,1
20,80.0,60,4,20310.0,2.2e-05,29285,1
20,80.0,60,4,14682.0,4.9e-05,28812,1
20,13748.0,60,1,80.0,2.4e-05,830,1
20,37208.0,60,0,80.0,2.2e-05,39323,1
20,80.0,60,4,53899.0,2.4e-05,34000,1
20,17913.0,60,0,80.0,2.9e-05,1683,1
20,36538.0,60,1,80.0,2.2e-05,10140,1
20,63134.0,60,0,80.0,2.2e-05,27733,1
20,39717.0,60,0,80.0,2.2e-05,16920,1
20,32101.0,60,1,80.0,4e-05,7379,1
20,31808.0,60,0,80.0,2.2e-05,7310,1
20,51909.0,60,0,80.0,2.3e-05,23444,1
20,80.0,60,4,54895.0,1.9e-05,34091,1
20,8519.0,60,1,80.0,2.4e-05,35901,1
20,80.0,60,4,64365.0,2.2e-05,35518,1
20,80.0,60,4,47171.0,5.2e-05,33031,1
20,48967.0,60,1,80.0,2.2e-05,21525,1
20,61756.0,60,0,80.0,2.1e-05,27506,1
20,80.0,60,4,14165.0,2.3e-05,28771,1
20,80.0,60,4,28478.0,2.1e-05,29862,1
20,80.0,60,4,54214.0,2.2e-05,34029,1
20,80.0,60,4,62280.0,2.2e-05,35426,1
20,47911.0,60,0,80.0,2.2e-05,39690,1
20,43643.0,60,1,80.0,2.3e-05,18168,1
20,52021.0,60,1,80.0,2.1e-05,23462,1
20,80.0,60,4,50288.0,2.2e-05,33746,1
20,30857.0,60,0,80.0,2e-05,7097,1
20,48044.0,60,0,80.0,2.1e-05,39695,1
20,80.0,60,4,7416.0,2.2e-05,35626,1
20,37864.0,60,1,80.0,2.2e-05,10418,1
20,51221.0,60,0,80.0,0.000357,39817,1
20,23424.0,60,0,80.0,5.3e-05,5543,1
20,55495.0,60,1,80.0,5e-05,24514,1
20,80.0,60,4,33367.0,2.2e-05,30207,1
20,80.0,60,4,29336.0,2.2e-05,29934,1
20,80.0,60,4,12104.0,1.9e-05,28625,1
20,32424.0,60,0,80.0,2.2e-05,39119,1
20,52717.0,60,0,80.0,2.1e-05,39871,1
20,48439.0,60,0,80.0,2.4e-05,39711,1
20,80.0,60,4,30264.0,2.2e-05,29994,1
20,13706.0,60,1,80.0,2.1e-05,819,1
20,6226.0,60,1,80.0,2.2e-05,27575,1
20,50990.0,60,0,80.0,2.8e-05,23233,1
20,80.0,60,4,36426.0,2.1e-05,31538,1
20,12475.0,60,1,80.0,2.1e-05,543,1
20,80.0,60,4,43907.0,2.2e-05,32294,1
20,80.0,60,4,48476.0,2.1e-05,33128,1
20,21297.0,60,1,80.0,2.4e-05,3405,1
20,42999.0,60,0,80.0,2.2e-05,18011,1
20,2705.0,60,0,80.0,2.2e-05,38944,1
20,80.0,60,4,29474.0,2.2e-05,29945,1
20,47210.0,60,1,80.0,2.2e-05,20616,1
20,80.0,60,4,36453.0,2.1e-05,31540,1
20,80.0,60,4,40939.0,2.2e-05,31871,1
20,24442.0,60,0,80.0,2.1e-05,38856,1
20,80.0,60,4,52858.0,5e-05,33946,1
20,80.0,60,4,24946.0,5e-05,29599,1
20,42166.0,60,1,80.0,2e-05,17596,1
20,80.0,60,4,8128.0,4.9e-05,35672,1
20,55429.0,60,1,80.0,2.3e-05,24443,1
20,80.0,60,4,63317.0,2.2e-05,35476,1
20,55146.0,60,1,80.0,2.2e-05,24361,1
20,53047.0,60,0,80.0,2.4e-05,23733,1
20,51253.0,60,0,80.0,2.2e-05,23294,1
20,80.0,60,4,16222.0,2.1e-05,28919,1
20,40818.0,60,0,80.0,3.2e-05,17249,1
20,80.0,60,4,10004.0,2.2e-05,28456,1
20,80.0,60,4,43913.0,2.1e-05,32295,1
20,27364.0,60,0,80.0,6.1e-05,6384,1
20,46765.0,60,1,80.0,2.4e-05,20521,1
20,2084.0,60,1,80.0,2.4e-05,2724,1
20,37998.0,60,0,80.0,2.2e-05,10453,1
20,43277.0,60,1,80.0,2.2e-05,18081,1
20,34326.0,60,1,80.0,2.4e-05,8277,1
20,54877.0,60,0,80.0,2.1e-05,39949,1
20,42114.0,60,1,80.0,2.6e-05,17580,1
20,80.0,60,4,31845.0,2.4e-05,30105,1
20,80.0,60,4,38015.0,2.1e-05,31657,1
20,53514.0,60,1,80.0,2.4e-05,23841,1
20,80.0,60,4,29583.0,2.4e-05,29950,1
20,17670.0,60,1,80.0,2.2e-05,1627,1
20,12833.0,60,1,80.0,2.2e-05,630,1
20,46081.0,60,1,80.0,2e-05,20198,1
20,44.0,60,0,80.0,4.9e-05,18234,1
20,80.0,60,4,34730.0,2.1e-05,30382,1
20,80.0,60,4,55352.0,2.1e-05,34121,1
20,80.0,60,4,51815.0,2.2e-05,33861,1
20,80.0,60,4,19556.0,2.2e-05,29150,1
20,80.0,60,4,62836.0,2.1e-05,35452,1
20,41346.0,60,0,80.0,2.3e-05,17384,1
20,8257.0,60,0,80.0,2.1e-05,35857,1
20,24032.0,60,0,80.0,2.4e-05,5680,1
20,62530.0,60,0,80.0,2.2e-05,27616,1
20,80.0,60,4,18153.0,2.2e-05,29049,1
20,80.0,60,4,4366.0,2.2e-05,32275,1
20,80.0,60,4,59887.0,2.2e-05,35052,1
20,28876.0,60,1,80.0,2.4e-05,6704,1
20,41645.0,60,0,80.0,2.3e-05,17445,1
20,80.0,60,4,55206.0,2.2e-05,34113,1
20,33735.0,60,1,80.0,2.1e-05,8138,1
20,33724.0,60,1,80.0,2.3e-05,8130,1
20,31626.0,60,0,80.0,2.4e-05,7269,1
20,18310.0,60,1,80.0,2.2e-05,1768,1
20,19231.0,60,1,80.0,2.2e-05,1967,1
20,9442.0,60,0,80.0,2.1e-05,40183,1
20,24560.0,60,1,80.0,2.4e-05,5798,1
20,45156.0,60,1,80.0,2.2e-05,19132,1
20,41235.0,60,1,80.0,2.6e-05,17346,1
20,80.0,60,4,8498.0,2.1e-05,35709,1
20,56566.0,60,0,80.0,2.2e-05,25702,1
20,18731.0,60,0,80.0,4.3e-05,38639,1
20,80.0,60,4,31685.0,2.2e-05,30092,1
20,53304.0,60,0,80.0,5.4e-05,23794,1
20,20026.0,60,0,80.0,5.1e-05,2557,1
20,80.0,60,4,57925.0,2.2e-05,34962,1
20,8841.0,60,1,80.0,2.1e-05,35974,1
20,21015.0,60,0,80.0,2.2e-05,38715,1
20,53027.0,60,0,80.0,2.2e-05,39882,1
20,33347.0,60,0,80.0,2.4e-05,39158,1
20,43130.0,60,1,80.0,2.3e-05,18045,1
20,41192.0,60,1,80.0,2.2e-05,17336,1
20,2122.0,60,1,80.0,5.5e-05,3382,1
20,80.0,60,4,20617.0,2.2e-05,29301,1
20,80.0,60,4,52664.0,2.2e-05,33924,1
20,4224.0,60,1,80.0,2.2e-05,17642,1
20,15396.0,60,0,80.0,2.2e-05,38520,1
20,55040.0,60,0,80.0,2.1e-05,24343,1
20,7626.0,60,1,80.0,3.1e-05,28381,1
20,56553.0,60,1,80.0,2.2e-05,25694,1
20,16939.0,60,0,80.0,2.2e-05,1489,1
20,13171.0,60,0,80.0,2e-05,38440,1
20,26278.0,60,0,80.0,2.2e-05,6156,1
20,80.0,60,4,6373.0,5e-05,35498,1
20,26566.0,60,1,80.0,2.3e-05,6200,1
20,80.0,60,4,6907.0,2.2e-05,35587,1
20,80.0,60,4,29742.0,2.2e-05,29966,1
20,80.0,60,4,13431.0,2.2e-05,28723,1
20,41095.0,60,1,80.0,2.1e-05,17312,1
20,80.0,60,4,41816.0,2.2e-05,31957,1
20,1530.0,60,1,80.0,2.2e-05,1161,1
20,80.0,60,4,42495.0,2.2e-05,32139,1
20,57550.0,60,0,80.0,2.1e-05,25929,1
20,80.0,60,4,26968.0,2.2e-05,29756,1
20,80.0,60,4,39988.0,2.3e-05,31787,1
20,80.0,60,4,38747.0,2.1e-05,31703,1
20,28476.0,60,1,80.0,2.2e-05,6621,1
20,80.0,60,4,35833.0,2.2e-05,31343,1
20,18231.0,60,0,80.0,5.2e-05,38622,1
20,51958.0,60,0,80.0,2.1e-05,23453,1
20,80.0,60,4,22827.0,2.1e-05,29455,1
20,80.0,60,4,56480.0,2.3e-05,34839,1
20,49882.0,60,0,80.0,2.2e-05,22997,1
20,2088.0,60,0,80.0,2.6e-05,2729,1
20,80.0,60,4,10102.0,4.8e-05,28462,1
20,29751.0,60,0,80.0,2.1e-05,39038,1
20,40739.0,60,1,80.0,2.1e-05,17230,1
20,12318.0,60,0,80.0,2.2e-05,38416,1
20,35479.0,60,1,80.0,2.2e-05,9380,1
20,60913.0,60,1,80.0,4.9e-05,27353,1
20,80.0,60,4,5805.0,2.6e-05,34971,1
20,47277.0,60,1,80.0,2.2e-05,20626,1
20,80.0,60,4,48782.0,2.2e-05,33151,1
20,56438.0,60,0,80.0,2.1e-05,40004,1
20,39632.0,60,0,80.0,2.1e-05,16905,1
20,80.0,60,4,42068.0,2.2e-05,31976,1
20,63666.0,60,0,80.0,2.1e-05,27836,1
20,80.0,60,4,34328.0,2.2e-05,30276,1
20,56126.0,60,0,80.0,2.2e-05,39990,1
20,80.0,60,4,33355.0,2.2e-05,30205,1
20,37723.0,60,0,80.0,2.2e-05,10393,1
20,62763.0,60,0,80.0,2.8e-05,27662,1
20,36025.0,60,0,80.0,5e-05,39274,1
20,14567.0,60,1,80.0,2.2e-05,1016,1
20,80.0,60,4,24391.0,2.2e-05,29561,1
20,80.0,60,4,21239.0,2.2e-05,29344,1
20,4055.0,60,1,80.0,2.2e-05,17109,1
20,80.0,60,4,32703.0,2.1e-05,30162,1
20,11938.0,60,1,80.0,2.2e-05,434,1
20,31663.0,60,0,80.0,2.2e-05,7281,1
20,80.0,60,4,52955.0,2.2e-05,33950,1
20,39916.0,60,0,80.0,2.1e-05,16961,1
20,80.0,60,4,53599.0,2.2e-05,33987,1
20,80.0,60,4,15044.0,2.2e-05,28832,1
20,49837.0,60,1,80.0,5e-05,22986,1
20,46622.0,60,0,80.0,2.2e-05,20491,1
20,80.0,60,4,21567.0,2e-05,29369,1
20,27138.0,60,1,80.0,2e-05,6328,1
20,55956.0,60,0,80.0,2.6e-05,39983,1
20,19946.0,60,0,80.0,2.2e-05,2129,1
20,80.0,60,4,51007.0,2.2e-05,33803,1
20,12831.0,60,1,80.0,2.2e-05,629,1
20,29182.0,60,1,80.0,2.6e-05,6766,1
20,80.0,60,4,1485.0,2.3e-05,28820,1
20,80.0,60,4,20855.0,2e-05,29315,1
20,48331.0,60,1,80.0,2.2e-05,21273,1
20,11399.0,60,0,80.0,2.3e-05,291,1
20,80.0,60,4,38667.0,2.2e-05,31694,1
20,6449.0,60,1,80.0,2e-05,27991,1
20,64421.0,60,1,80.0,2.1e-05,27979,1
20,25182.0,60,0,80.0,2.4e-05,5926,1
20,33960.0,60,0,80.0,5.2e-05,8195,1
20,80.0,60,4,18012.0,2.2e-05,29040,1
20,53459.0,60,1,80.0,2.1e-05,23830,1
20,25429.0,60,0,80.0,2.2e-05,5973,1
20,14101.0,60,1,80.0,2.2e-05,907,1
20,10930.0,60,0,80.0,2.1e-05,38375,1
20,80.0,60,4,41362.0,2.3e-05,31902,1
20,44835.0,60,0,80.0,2.2e-05,18966,1
20,65030.0,60,1,80.0,2.1e-05,28075,1
20,80.0,60,4,30235.0,2.2e-05,29991,1
20,80.0,60,4,22136.0,2.5e-05,29407,1
20,51497.0,60,0,80.0,2.2e-05,23357,1
20,19759.0,60,1,80.0,2.2e-05,2083,1
20,14512.0,60,0,80.0,2.2e-05,38489,1
20,56707.0,60,1,80.0,2.4e-05,25731,1
20,80.0,60,4,2620.0,2e-05,29685,1
20,80.0,60,4,3719.0,5e-05,31594,1
20,80.0,60,4,21352.0,2.2e-05,29354,1
20,16608.0,60,1,80.0,2.2e-05,1420,1
20,80.0,60,4,48287.0,2.1e-05,33112,1
20,13817.0,60,0,80.0,2.3e-05,38462,1
20,27342.0,60,0,80.0,4.8e-05,6375,1
20,43054.0,60,1,80.0,2.2e-05,18023,1
20,80.0,60,4,38698.0,2.2e-05,31698,1
20,25723.0,60,0,80.0,2.1e-05,38899,1
20,9817.0,60,0,80.0,2.1e-05,36165,1
20,22016.0,60,1,80.0,5.1e-05,4311,1
20,45564.0,60,0,80.0,2.2e-05,19553,1
20,1024.0,60,0,80.0,2.2e-05,51,1
20,51967.0,60,0,80.0,2.2e-05,23455,1
20,5757.0,60,1,80.0,7.3e-05,25935,1
20,80.0,60,4,3997.0,4.9e-05,31785,1
20,15447.0,60,1,80.0,2.2e-05,1193,1
20,48058.0,60,1,80.0,2.2e-05,21208,1
20,9536.0,60,1,80.0,2.2e-05,36109,1
20,39949.0,60,0,80.0,2.1e-05,39435,1
20,6891.0,60,1,80.0,2e-05,28235,1
20,80.0,60,4,21189.0,2.1e-05,29340,1
20,80.0,60,4,63479.0,2.2e-05,35485,1
20,80.0,60,4,57868.0,2.2e-05,34955,1
20,9885.0,60,1,80.0,4.8e-05,36177,1
20,29968.0,60,0,80.0,2.5e-05,6923,1
20,45837.0,60,1,80.0,2.2e-05,20033,1
20,80.0,60,4,43284.0,2.2e-05,32243,1
20,80.0,60,4,20475.0,2.2e-05,29290,1
20,80.0,60,4,23497.0,1.9e-05,29504,1
20,54502.0,60,1,80.0,2.4e-05,24217,1
20,36327.0,60,0,80.0,5.2e-05,10079,1
20,60670.0,60,0,80.0,2.2e-05,27312,1
20,80.0,60,4,19230.0,2.2e-05,29126,1
20,63657.0,60,0,80.0,5e-05,27833,1
20,4619.0,60,1,80.0,2.8e-05,20216,1
20,3620.0,60,0,80.0,2.1e-05,39278,1
20,31332.0,60,0,80.0,2.4e-05,39087,1
20,23824.0,60,1,80.0,2.2e-05,5637,1
20,54102.0,60,0,80.0,2.2e-05,39926,1
20,80.0,60,4,5262.0,2.1e-05,33916,1
20,80.0,60,4,48886.0,2.2e-05,33156,1
20,54030.0,60,1,80.0,4.9e-05,24133,1
20,80.0,60,4,46221.0,2e-05,32971,1
20,80.0,60,4,11718.0,5e-05,28598,1
20,34799.0,60,0,80.0,2.2e-05,8535,1
20,80.0,60,4,4487.0,2.2e-05,32359,1
20,80.0,60,4,58256.0,2.2e-05,34979,1
20,27208.0,60,0,80.0,2.1e-05,6351,1
20,45274.0,60,1,80.0,2.2e-05,19273,1
20,8369.0,60,1,80.0,2.2e-05,35876,1
20,38402.0,60,1,80.0,2.1e-05,10540,1
20,20603.0,60,0,80.0,2.4e-05,2679,1
20,80.0,60,4,4088.0,2.1e-05,31866,1
20,11790.0,60,1,80.0,2.3e-05,394,1
20,48645.0,60,1,80.0,5.1e-05,21346,1
20,28858.0,60,0,80.0,0.000162,39005,1
20,80.0,60,4,29013.0,3e-05,29914,1
20,29326.0,60,1,80.0,5.4e-05,6798,1
20,54666.0,60,0,80.0,2.2e-05,24248,1
20,42461.0,60,1,80.0,2.3e-05,17820,1
20,31813.0,60,1,80.0,2.2e-05,7312,1
20,80.0,60,4,51540.0,2.2e-05,33839,1
20,80.0,60,4,44056.0,2.2e-05,32303,1
20,65212.0,60,1,80.0,2.2e-05,28106,1
20,80.0,60,4,36872.0,2.3e-05,31572,1
20,31538.0,60,0,80.0,2.2e-05,7248,1
20,41055.0,60,0,80.0,2.6e-05,17303,1
20,80.0,60,4,19991.0,2.1e-05,29256,1
20,20033.0,60,1,80.0,2.2e-05,2560,1
20,34913.0,60,1,80.0,5.1e-05,8738,1
20,36030.0,60,1,80.0,2.2e-05,10010,1
20,80.0,60,4,53488.0,2.2e-05,33979,1
20,80.0,60,4,35216.0,2.3e-05,30806,1
20,64875.0,60,1,80.0,2.1e-05,28047,1
20,19905.0,60,1,80.0,2.4e-05,2112,1
0,0.0,60,10,0.0,2.3e-05,38313,1
20,11892.0,60,0,80.0,2.3e-05,423,1
20,8941.0,60,1,80.0,2.2e-05,35999,1
20,80.0,60,4,21569.0,2.1e-05,29370,1
20,80.0,60,4,41349.0,2.2e-05,31900,1
20,7187.0,60,1,80.0,4.9e-05,28288,1
20,26864.0,60,0,80.0,2.7e-05,6257,1
20,18179.0,60,1,80.0,5.3e-05,1731,1
20,80.0,60,4,63276.0,2.6e-05,35468,1
20,80.0,60,4,34033.0,2.1e-05,30252,1
20,80.0,60,4,39438.0,2.2e-05,31747,1
20,32104.0,60,1,80.0,2.2e-05,7380,1
20,80.0,60,4,30459.0,2.2e-05,30013,1
20,45681.0,60,0,80.0,2.2e-05,19819,1
20,51006.0,60,0,80.0,2.2e-05,23235,1
20,8063.0,60,0,80.0,5e-05,35819,1
20,40535.0,60,0,80.0,2.4e-05,39443,1
20,42076.0,60,1,80.0,2.1e-05,17570,1
20,3765.0,60,1,80.0,2.2e-05,10381,1
20,80.0,60,4,3389.0,2.2e-05,30243,1
20,42775.0,60,1,80.0,2.4e-05,17954,1
20,49031.0,60,0,80.0,2.2e-05,39737,1
20,32206.0,60,1,80.0,2.2e-05,7407,1
20,53267.0,60,0,80.0,2.2e-05,23781,1
20,80.0,60,4,12690.0,2e-05,28680,1
20,11709.0,60,1,80.0,2e-05,377,1
20,80.0,60,4,42173.0,2.3e-05,31981,1
20,19113.0,60,1,80.0,2.1e-05,1941,1
20,10859.0,60,1,80.0,5.2e-05,173,1
20,80.0,60,4,44578.0,2e-05,32336,1
20,54412.0,60,1,80.0,2.3e-05,24203,1
20,311.0,60,0,80.0,2.2e-05,7157,1
20,47890.0,60,0,80.0,2.2e-05,39689,1
20,80.0,60,4,357.0,1.9e-05,31215,1
20,80.0,60,4,56746.0,2.1e-05,34871,1
20,5809.0,60,1,80.0,2.1e-05,26041,1
20,29565.0,60,0,80.0,2e-05,6840,1
20,15967.0,60,1,80.0,2.1e-05,1298,1
20,5764.0,60,1,80.0,2.2e-05,25948,1
20,40712.0,60,0,80.0,2e-05,17208,1
20,80.0,60,4,56320.0,2.1e-05,34763,1
20,37009.0,60,0,80.0,2.2e-05,10263,1
20,3526.0,60,1,80.0,2.2e-05,9143,1
20,43871.0,60,0,80.0,2.2e-05,39561,1
20,40115.0,60,1,80.0,2.2e-05,17009,1
20,2679.0,60,1,80.0,2.3e-05,6245,1
20,80.0,60,4,36265.0,2.1e-05,31531,1
20,34303.0,60,0,80.0,5.6e-05,39196,1
20,80.0,60,4,44706.0,2.2e-05,32344,1
20,80.0,60,4,49885.0,2.2e-05,33724,1
20,80.0,60,4,2934.0,2.4e-05,29936,1
20,49983.0,60,0,80.0,2.2e-05,23023,1
20,48681.0,60,0,80.0,5.2e-05,39724,1
20,53908.0,60,1,80.0,2.1e-05,24107,1
20,36786.0,60,0,80.0,3.1e-05,10205,1
20,28554.0,60,1,80.0,2.1e-05,6638,1
20,55989.0,60,1,80.0,2.1e-05,25142,1
20,80.0,60,4,27264.0,2e-05,29783,1
20,24191.0,60,0,80.0,2.7e-05,5709,1
20,57106.0,60,1,80.0,2.2e-05,25834,1
20,30661.0,60,0,80.0,2.2e-05,39067,1
20,80.0,60,4,30927.0,2.2e-05,30044,1
20,20017.0,60,0,80.0,2.2e-05,38681,1
20,12813.0,60,0,80.0,5.2e-05,38431,1
20,57042.0,60,1,80.0,2.2e-05,25815,1
20,16659.0,60,0,80.0,2e-05,38579,1
20,24316.0,60,1,80.0,2.2e-05,5747,1
20,8335.0,60,1,80.0,5e-05,35874,1
20,27915.0,60,1,80.0,2.2e-05,6497,1
20,80.0,60,4,55629.0,2.2e-05,34276,1
20,32620.0,60,0,80.0,2.1e-05,39128,1
20,80.0,60,4,31708.0,2.2e-05,30094,1
20,51406.0,60,1,80.0,2.2e-05,23337,1
20,15937.0,60,1,80.0,2.2e-05,1293,1
20,80.0,60,4,12361.0,2.1e-05,28651,1
20,47977.0,60,0,80.0,2.2e-05,21182,1
20,21177.0,60,0,80.0,2.1e-05,38727,1
20,80.0,60,4,9114.0,2.2e-05,35751,1
20,80.0,60,4,10153.0,2.1e-05,28467,1
20,22821.0,60,0,80.0,2.2e-05,38785,1
20,37373.0,60,0,80.0,2.1e-05,39331,1
20,39489.0,60,1,80.0,2.2e-05,16875,1
20,21125.0,60,0,80.0,2.3e-05,38722,1
20,80.0,60,4,5065.0,2.6e-05,33773,1
20,16278.0,60,1,80.0,2.1e-05,1358,1
20,37018.0,60,1,80.0,2e-05,10264,1
20,80.0,60,4,38430.0,2.2e-05,31683,1
20,80.0,60,4,47457.0,2.1e-05,33047,1
20,80.0,60,4,7126.0,2.2e-05,35606,1
20,80.0,60,4,32302.0,2.6e-05,30130,1
20,4881.0,60,0,80.0,2.4e-05,21494,1
20,80.0,60,4,16211.0,2.4e-05,28917,1
20,49455.0,60,0,80.0,2.2e-05,39754,1
20,6495.0,60,1,80.0,5e-05,28062,1
20,10136.0,60,1,80.0,2.2e-05,32,1
20,14745.0,60,0,80.0,2.3e-05,38496,1
20,80.0,60,4,50939.0,5.3e-05,33794,1
20,62131.0,60,1,80.0,2.1e-05,27560,1
20,80.0,60,4,9828.0,2.1e-05,35788,1
20,80.0,60,4,40533.0,2e-05,31845,1
20,27840.0,60,1,80.0,2.2e-05,6480,1
20,46596.0,60,0,80.0,2.2e-05,20484,1
20,56393.0,60,0,80.0,2.1e-05,40001,1
20,22534.0,60,0,80.0,2.2e-05,4428,1
20,44201.0,60,0,80.0,2.2e-05,18275,1
20,8297.0,60,0,80.0,2.2e-05,35864,1
20,80.0,60,4,43958.0,2.1e-05,32296,1
20,8606.0,60,0,80.0,2.3e-05,40152,1
20,80.0,60,4,7156.0,2.4e-05,35610,1
20,80.0,60,4,62743.0,2.2e-05,35450,1
20,53846.0,60,0,80.0,4.8e-05,24093,1
20,17722.0,60,1,80.0,2.1e-05,1637,1
20,80.0,60,4,25806.0,2e-05,29666,1
20,43803.0,60,1,80.0,2.2e-05,18202,1
20,28126.0,60,1,80.0,2.2e-05,6554,1
20,80.0,60,4,37256.0,2e-05,31600,1
20,80.0,60,4,32307.0,2.2e-05,30132,1
20,24229.0,60,0,80.0,2e-05,5716,1
20,36196.0,60,1,80.0,2.3e-05,10052,1
20,31728.0,60,0,80.0,2.3e-05,39100,1
20,58573.0,60,1,80.0,5.2e-05,26608,1
20,55457.0,60,1,80.0,5.7e-05,24458,1
20,6537.0,60,1,80.0,2.2e-05,28133,1
20,36026.0,60,1,80.0,2.2e-05,10008,1
20,59961.0,60,1,80.0,2.2e-05,26866,1
20,52968.0,60,0,80.0,2e-05,23713,1
20,36870.0,60,0,80.0,2.3e-05,10219,1
20,80.0,60,4,43332.0,2.2e-05,32247,1
20,49669.0,60,0,80.0,5.4e-05,39769,1
20,80.0,60,4,48489.0,2.1e-05,33130,1
20,80.0,60,4,57561.0,2.2e-05,34934,1
20,80.0,60,4,34528.0,2.1e-05,30294,1
20,80.0,60,4,37477.0,2.2e-05,31619,1
20,22648.0,60,0,80.0,2.1e-05,38772,1
20,80.0,60,4,53503.0,2.2e-05,33980,1
20,43459.0,60,0,80.0,2.1e-05,18115,1
20,8903.0,60,1,80.0,2.1e-05,35984,1
20,10926.0,60,0,80.0,2.1e-05,38374,1
20,28308.0,60,0,80.0,2.4e-05,6599,1
20,80.0,60,4,21940.0,2.1e-05,29395,1
20,35912.0,60,0,80.0,2.2e-05,39265,1
20,23460.0,60,1,80.0,2.1e-05,5553,1
20,18297.0,60,1,80.0,2.3e-05,1760,1
20,42110.0,60,0,80.0,2.2e-05,39507,1
20,27537.0,60,1,80.0,2.2e-05,6422,1
20,47780.0,60,1,80.0,2.2e-05,21109,1
20,80.0,60,4,5930.0,2.2e-05,35024,1
20,15802.0,60,1,80.0,2.1e-05,1269,1
20,7899.0,60,0,80.0,5.7e-05,40130,1
20,80.0,60,4,52011.0,2.4e-05,33881,1
20,28600.0,60,1,80.0,2.2e-05,6647,1
20,55737.0,60,1,80.0,5.2e-05,24724,1
20,44760.0,60,0,80.0,2e-05,39584,1
20,10042.0,60,0,80.0,2e-05,14,1
20,80.0,60,4,18781.0,2.3e-05,29087,1
20,62582.0,60,1,80.0,2.1e-05,27626,1
20,5766.0,60,1,80.0,2.1e-05,25951,1
20,43888.0,60,1,80.0,2.2e-05,18214,1
20,43749.0,60,1,80.0,2.2e-05,18186,1
20,49142.0,60,0,80.0,2.2e-05,21571,1
20,3930.0,60,1,80.0,2.4e-05,16830,1
20,80.0,60,4,19987.0,2.1e-05,29255,1
20,80.0,60,4,28232.0,5.2e-05,29849,1
20,28116.0,60,0,80.0,2.1e-05,6550,1
20,54968.0,60,0,80.0,2e-05,24326,1
20,48268.0,60,1,80.0,2.1e-05,21255,1
20,80.0,60,4,22249.0,8.8e-05,29415,1
20,56554.0,60,0,80.0,2.2e-05,25695,1
20,9986.0,60,1,80.0,2.8e-05,36194,1
20,35668.0,60,1,80.0,5.3e-05,9582,1
20,37785.0,60,1,80.0,2.1e-05,10402,1
20,80.0,60,4,38784.0,2.1e-05,31706,1
20,60290.0,60,0,80.0,2.4e-05,27011,1
20,80.0,60,4,25873.0,2.1e-05,29670,1
20,32934.0,60,0,80.0,2e-05,39142,1
20,31628.0,60,0,80.0,2.5e-05,7271,1
20,48635.0,60,1,80.0,2e-05,21336,1
20,31119.0,60,1,80.0,2.4e-05,7160,1
20,44341.0,60,0,80.0,2.3e-05,39571,1
20,9968.0,60,0,80.0,2.1e-05,36192,1
20,38749.0,60,0,80.0,5.1e-05,39386,1
20,80.0,60,4,62937.0,2.1e-05,35458,1
20,49249.0,60,0,80.0,2.2e-05,39746,1
20,80.0,60,4,19027.0,2.2e-05,29112,1
20,54227.0,60,1,80.0,2.2e-05,24170,1
20,36990.0,60,1,80.0,2.1e-05,10252,1
20,80.0,60,4,51059.0,2.2e-05,33810,1
20,80.0,60,4,6807.0,2.2e-05,35582,1
20,54947.0,60,1,80.0,2.1e-05,24318,1
20,80.0,60,4,2089.0,2.5e-05,29317,1
20,80.0,60,4,31320.0,1.9e-05,30075,1
20,62204.0,60,0,80.0,2.1e-05,27568,1
20,50308.0,60,1,80.0,2.4e-05,23091,1
20,3524.0,60,0,80.0,2.5e-05,39237,1
20,16682.0,60,1,80.0,2.1e-05,1441,1
20,7777.0,60,1,80.0,5e-05,28409,1
20,50613.0,60,0,80.0,5e-05,39797,1
20,48832.0,60,1,80.0,2.4e-05,21501,1
20,80.0,60,4,32741.0,2.6e-05,30167,1
20,4196.0,60,0,80.0,0.000328,39502,1
20,80.0,60,4,34228.0,2.2e-05,30267,1
20,46850.0,60,1,80.0,2.2e-05,20535,1
20,80.0,60,4,9874.0,2.2e-05,35793,1
20,45759.0,60,1,80.0,2.1e-05,19952,1
